pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,datetime,aqi_pm25,hour,day,month,lag_1,lag_3,lag_6,roll_mean_6,roll_mean_12,target_h1,target_h2,target_h3
25.1,86.4,236.0,6.4,17.4,69.0,2025-09-17 13:00:00,25.1,13,17,9,25.4,22.5,19.4,22.833333333333332,20.349999999999998,29.0,29.6,27.1
25.5,83.8,256.0,6.7,16.8,69.0,2025-09-17 14:00:00,25.5,14,17,9,25.1,23.7,19.7,23.8,20.916666666666668,29.2,29.5,33.3
26.5,87.3,284.0,6.6,16.8,68.0,2025-09-17 15:00:00,26.5,15,17,9,25.5,25.4,20.6,24.78333333333333,21.633333333333336,28.8,27.7,26.2
26.2,85.7,326.0,7.0,17.0,66.0,2025-09-17 16:00:00,26.2,16,17,9,26.5,25.1,22.5,25.400000000000002,22.375,28.3,27.0,25.8
29.2,92.9,387.0,10.6,19.0,63.0,2025-09-17 17:00:00,29.2,17,17,9,26.2,25.5,23.7,26.316666666666666,23.408333333333335,32.7,30.6,25.7
25.7,75.4,495.0,17.9,17.6,49.0,2025-09-17 18:00:00,25.7,18,17,9,29.2,26.5,25.4,26.366666666666664,24.125,31.8,30.0,25.7
25.1,58.3,623.0,28.1,15.6,31.0,2025-09-17 19:00:00,25.1,19,17,9,25.7,26.2,25.1,26.36666666666667,24.599999999999998,32.8,30.2,27.0
25.0,53.9,698.0,36.0,14.2,16.0,2025-09-17 20:00:00,25.0,20,17,9,25.1,29.2,25.5,26.283333333333335,25.041666666666668,33.4,30.3,28.5
25.6,52.5,685.0,40.1,14.1,9.0,2025-09-17 21:00:00,25.6,21,17,9,25.0,25.7,26.5,26.133333333333336,25.458333333333332,33.4,30.7,29.1
27.3,52.0,619.0,41.9,14.5,7.0,2025-09-17 22:00:00,27.3,22,17,9,25.6,25.1,26.2,26.316666666666666,25.858333333333334,33.3,31.8,29.5
28.8,52.3,537.0,41.6,14.5,7.0,2025-09-17 23:00:00,28.8,23,17,9,27.3,25.0,29.2,26.25,26.283333333333335,32.7,32.6,29.8
27.9,51.2,436.0,38.3,13.5,10.0,2025-09-18 00:00:00,27.9,0,18,9,28.8,25.6,25.7,26.61666666666667,26.491666666666664,31.2,31.5,29.2
26.0,49.2,318.0,32.8,12.1,16.0,2025-09-18 01:00:00,26.0,1,18,9,27.9,27.3,25.1,26.766666666666666,26.566666666666666,29.0,29.7,27.4
23.7,48.8,228.0,27.3,10.8,22.0,2025-09-18 02:00:00,23.7,2,18,9,26.0,28.8,25.0,26.549999999999997,26.416666666666668,27.1,27.6,25.6
21.9,48.0,178.0,22.0,9.7,26.0,2025-09-18 03:00:00,21.9,3,18,9,23.7,27.9,25.6,25.933333333333334,26.033333333333335,25.9,25.3,24.1
20.7,46.3,155.0,16.7,8.7,30.0,2025-09-18 04:00:00,20.7,4,18,9,21.9,26.0,27.3,24.833333333333332,25.575000000000003,24.9,24.0,22.9
18.5,44.0,169.0,12.3,9.5,34.0,2025-09-18 05:00:00,18.5,5,18,9,20.7,23.7,28.8,23.116666666666664,24.683333333333334,22.8,21.6,19.8
18.2,42.5,252.0,14.0,10.7,33.0,2025-09-18 06:00:00,18.2,6,18,9,18.5,21.9,27.9,21.5,24.058333333333334,23.4,21.0,20.3
21.0,45.2,370.0,16.3,12.3,32.0,2025-09-18 07:00:00,21.0,7,18,9,18.2,20.7,26.0,20.666666666666668,23.71666666666667,25.6,23.1,22.4
21.8,58.7,436.0,16.8,14.0,36.0,2025-09-18 08:00:00,21.8,8,18,9,21.0,18.5,23.7,20.349999999999998,23.450000000000003,26.1,24.0,23.5
22.9,77.8,392.0,14.0,15.8,48.0,2025-09-18 09:00:00,22.9,9,18,9,21.8,18.2,21.9,20.516666666666666,23.224999999999998,29.6,24.3,24.9
25.4,88.2,295.0,9.6,17.5,65.0,2025-09-18 10:00:00,25.4,10,18,9,22.9,21.0,20.7,21.3,23.066666666666663,28.3,24.5,25.7
26.7,91.3,224.0,6.1,18.4,79.0,2025-09-18 11:00:00,26.7,11,18,9,25.4,21.8,18.5,22.666666666666668,22.891666666666666,29.5,26.1,26.5
28.5,95.7,210.0,4.5,17.7,87.0,2025-09-18 12:00:00,28.5,12,18,9,26.7,22.9,18.2,24.38333333333333,22.941666666666666,30.0,25.7,26.2
29.0,98.5,221.0,3.8,16.2,92.0,2025-09-18 13:00:00,29.0,13,18,9,28.5,25.4,21.0,25.716666666666665,23.191666666666666,29.6,27.1,26.3
29.2,102.2,241.0,4.0,15.2,92.0,2025-09-18 14:00:00,29.2,14,18,9,29.0,26.7,21.8,26.950000000000003,23.650000000000002,29.5,33.3,24.6
28.8,102.9,259.0,4.5,15.4,87.0,2025-09-18 15:00:00,28.8,15,18,9,29.2,28.5,22.9,27.933333333333334,24.224999999999998,27.7,26.2,23.5
28.3,103.6,286.0,5.8,16.0,77.0,2025-09-18 16:00:00,28.3,16,18,9,28.8,29.0,25.4,28.416666666666668,24.85833333333333,27.0,25.8,23.5
32.7,121.5,335.0,9.1,17.3,71.0,2025-09-18 17:00:00,32.7,17,18,9,28.3,29.2,26.7,29.416666666666668,26.041666666666668,30.6,25.7,21.8
31.8,115.3,435.0,18.2,17.1,55.0,2025-09-18 18:00:00,31.8,18,18,9,32.7,28.8,28.5,29.96666666666667,27.175,30.0,25.7,21.4
32.8,95.0,557.0,30.6,16.8,32.0,2025-09-18 19:00:00,32.8,19,18,9,31.8,28.3,29.0,30.600000000000005,28.15833333333333,30.2,27.0,23.1
33.4,89.2,629.0,39.8,16.3,15.0,2025-09-18 20:00:00,33.4,20,18,9,32.8,32.7,29.2,31.299999999999997,29.125,30.3,28.5,24.5
33.4,85.4,615.0,43.0,15.6,9.0,2025-09-18 21:00:00,33.4,21,18,9,33.4,31.8,28.8,32.06666666666667,30.0,30.7,29.1,24.8
33.3,82.7,552.0,43.0,14.8,8.0,2025-09-18 22:00:00,33.3,22,18,9,33.4,32.8,28.3,32.9,30.658333333333335,31.8,29.5,24.9
32.7,79.2,477.0,40.9,13.9,10.0,2025-09-18 23:00:00,32.7,23,18,9,33.3,33.4,32.7,32.9,31.15833333333333,32.6,29.8,24.5
31.2,77.5,391.0,36.1,12.7,14.0,2025-09-19 00:00:00,31.2,0,19,9,32.7,33.4,31.8,32.8,31.38333333333333,31.5,29.2,23.2
29.0,77.1,294.0,29.2,11.5,21.0,2025-09-19 01:00:00,29.0,1,19,9,31.2,33.3,32.8,32.166666666666664,31.38333333333333,29.7,27.4,21.2
27.1,73.3,223.0,23.4,10.5,26.0,2025-09-19 02:00:00,27.1,2,19,9,29.0,32.7,33.4,31.11666666666667,31.208333333333332,27.6,25.6,19.6
25.9,72.4,191.0,19.7,9.8,29.0,2025-09-19 03:00:00,25.9,3,19,9,27.1,31.2,33.4,29.866666666666664,30.966666666666665,25.3,24.1,18.6
24.9,70.5,185.0,17.0,9.4,31.0,2025-09-19 04:00:00,24.9,4,19,9,25.9,29.0,33.3,28.466666666666665,30.683333333333334,24.0,22.9,17.9
22.8,61.7,200.0,11.7,9.2,35.0,2025-09-19 05:00:00,22.8,5,19,9,24.9,27.1,32.7,26.816666666666666,29.85833333333333,21.6,19.8,17.6
23.4,65.0,254.0,13.7,10.3,34.0,2025-09-19 06:00:00,23.4,6,19,9,22.8,25.9,31.2,25.51666666666667,29.15833333333333,21.0,20.3,18.0
25.6,70.5,330.0,16.4,11.9,34.0,2025-09-19 07:00:00,25.6,7,19,9,23.4,24.9,29.0,24.95,28.558333333333334,23.1,22.4,19.6
26.1,79.4,369.0,17.1,13.3,37.0,2025-09-19 08:00:00,26.1,8,19,9,25.6,22.8,27.1,24.78333333333333,27.95,24.0,23.5,20.5
29.6,115.7,334.0,14.0,14.3,48.0,2025-09-19 09:00:00,29.6,9,19,9,26.1,23.4,25.9,25.400000000000002,27.633333333333336,24.3,24.9,21.0
28.3,115.3,263.0,9.1,15.0,63.0,2025-09-19 10:00:00,28.3,10,19,9,29.6,25.6,24.9,25.96666666666667,27.216666666666665,24.5,25.7,22.1
29.5,121.5,212.0,5.3,15.3,74.0,2025-09-19 11:00:00,29.5,11,19,9,28.3,26.1,22.8,27.083333333333332,26.95,26.1,26.5,23.1
30.0,123.4,207.0,3.9,14.8,78.0,2025-09-19 12:00:00,30.0,12,19,9,29.5,29.6,23.4,28.183333333333337,26.849999999999998,25.7,26.2,23.2
29.6,120.6,222.0,3.8,14.0,78.0,2025-09-19 13:00:00,29.6,13,19,9,30.0,28.3,25.6,28.849999999999998,26.900000000000002,27.1,26.3,23.3
29.5,117.3,242.0,4.3,13.4,76.0,2025-09-19 14:00:00,29.5,14,19,9,29.6,29.5,26.1,29.416666666666668,27.099999999999998,33.3,24.6,23.0
27.7,106.6,255.0,4.7,13.6,72.0,2025-09-19 15:00:00,27.7,15,19,9,29.5,30.0,29.6,29.100000000000005,27.25,26.2,23.5,22.8
27.0,103.6,272.0,5.9,14.0,65.0,2025-09-19 16:00:00,27.0,16,19,9,27.7,29.6,28.3,28.883333333333336,27.424999999999997,25.8,23.5,21.9
30.6,122.0,307.0,9.5,16.6,61.0,2025-09-19 17:00:00,30.6,17,19,9,27.0,29.5,29.5,29.066666666666666,28.075000000000003,25.7,21.8,19.6
30.0,112.7,383.0,18.6,16.7,47.0,2025-09-19 18:00:00,30.0,18,19,9,30.6,27.7,30.0,29.066666666666666,28.625,25.7,21.4,18.0
30.2,85.2,477.0,31.1,16.9,27.0,2025-09-19 19:00:00,30.2,19,19,9,30.0,27.0,29.6,29.166666666666668,29.008333333333336,27.0,23.1,17.6
30.3,77.1,534.0,40.4,17.0,12.0,2025-09-19 20:00:00,30.3,20,19,9,30.2,30.6,29.5,29.3,29.358333333333334,28.5,24.5,17.8
30.7,73.3,529.0,43.7,17.1,6.0,2025-09-19 21:00:00,30.7,21,19,9,30.3,30.0,27.7,29.8,29.45,29.1,24.8,17.6
31.8,71.7,488.0,43.9,17.0,5.0,2025-09-19 22:00:00,31.8,22,19,9,30.7,30.2,27.0,30.600000000000005,29.74166666666667,29.5,24.9,17.1
32.6,70.5,434.0,42.9,16.5,5.0,2025-09-19 23:00:00,32.6,23,19,9,31.8,30.3,30.6,30.933333333333334,30.0,29.8,24.5,16.4
31.5,68.9,365.0,41.2,15.1,6.0,2025-09-20 00:00:00,31.5,0,20,9,32.6,30.7,30.0,31.183333333333334,30.125,29.2,23.2,15.4
29.7,67.3,282.0,38.3,13.2,9.0,2025-09-20 01:00:00,29.7,1,20,9,31.5,31.8,30.2,31.099999999999998,30.133333333333336,27.4,21.2,14.3
27.6,66.1,219.0,34.3,11.6,13.0,2025-09-20 02:00:00,27.6,2,20,9,29.7,32.6,30.3,30.650000000000002,29.974999999999998,25.6,19.6,13.5
25.3,68.7,182.0,28.1,10.5,19.0,2025-09-20 03:00:00,25.3,3,20,9,27.6,31.5,30.7,29.75,29.775000000000002,24.1,18.6,12.9
24.0,69.2,163.0,20.8,9.7,26.0,2025-09-20 04:00:00,24.0,4,20,9,25.3,29.7,31.8,28.45,29.525000000000002,22.9,17.9,12.4
21.6,61.9,172.0,12.8,8.4,33.0,2025-09-20 05:00:00,21.6,5,20,9,24.0,27.6,32.6,26.616666666666664,28.775000000000002,19.8,17.6,12.6
21.0,59.6,233.0,13.8,9.4,33.0,2025-09-20 06:00:00,21.0,6,20,9,21.6,25.3,31.5,24.866666666666664,28.025000000000002,20.3,18.0,13.1
23.1,67.1,320.0,14.9,10.9,33.0,2025-09-20 07:00:00,23.1,7,20,9,21.0,24.0,29.7,23.766666666666666,27.433333333333334,22.4,19.6,15.3
24.0,72.9,368.0,14.9,12.3,36.0,2025-09-20 08:00:00,24.0,8,20,9,23.1,21.6,27.6,23.166666666666668,26.90833333333333,23.5,20.5,16.7
24.3,81.3,334.0,12.5,13.6,44.0,2025-09-20 09:00:00,24.3,9,20,9,24.0,21.0,25.3,23.0,26.375,24.9,21.0,17.8
24.5,85.4,260.0,8.8,14.8,55.0,2025-09-20 10:00:00,24.5,10,20,9,24.3,23.1,24.0,23.083333333333332,25.766666666666666,25.7,22.1,19.5
26.1,90.8,205.0,6.0,15.4,63.0,2025-09-20 11:00:00,26.1,11,20,9,24.5,24.0,21.6,23.833333333333332,25.225000000000005,26.5,23.1,20.8
25.7,88.2,194.0,4.7,15.1,68.0,2025-09-20 12:00:00,25.7,12,20,9,26.1,24.3,21.0,24.616666666666664,24.74166666666667,26.2,23.2,20.5
27.1,92.2,202.0,4.3,14.2,70.0,2025-09-20 13:00:00,27.1,13,20,9,25.7,24.5,23.1,25.283333333333335,24.525000000000002,26.3,23.3,20.7
33.3,117.6,217.0,4.5,13.5,70.0,2025-09-20 14:00:00,33.3,14,20,9,27.1,26.1,24.0,26.833333333333332,25.0,24.6,23.0,20.4
26.2,88.2,233.0,4.9,13.3,67.0,2025-09-20 15:00:00,26.2,15,20,9,33.3,25.7,24.3,27.150000000000002,25.075000000000003,23.5,22.8,19.5
25.8,88.2,256.0,5.9,13.3,61.0,2025-09-20 16:00:00,25.8,16,20,9,26.2,27.1,24.5,27.366666666666664,25.224999999999998,23.5,21.9,18.6
25.7,88.7,296.0,9.3,14.8,54.0,2025-09-20 17:00:00,25.7,17,20,9,25.8,33.3,26.1,27.3,25.566666666666666,21.8,19.6,21.1
25.7,85.9,374.0,17.2,14.9,43.0,2025-09-20 18:00:00,25.7,18,20,9,25.7,26.2,25.7,27.3,25.958333333333332,21.4,18.0,20.5
27.0,72.6,469.0,28.1,15.1,27.0,2025-09-20 19:00:00,27.0,19,20,9,25.7,25.8,27.1,27.28333333333333,26.283333333333335,23.1,17.6,21.8
28.5,71.5,525.0,36.3,15.0,15.0,2025-09-20 20:00:00,28.5,20,20,9,27.0,25.7,33.3,26.483333333333334,26.658333333333335,24.5,17.8,22.8
29.1,71.2,513.0,39.6,14.6,10.0,2025-09-20 21:00:00,29.1,21,20,9,28.5,25.7,26.2,26.966666666666665,27.058333333333334,24.8,17.6,22.7
29.5,70.8,461.0,40.1,14.1,10.0,2025-09-20 22:00:00,29.5,22,20,9,29.1,27.0,25.8,27.583333333333332,27.474999999999998,24.9,17.1,22.4
29.8,70.3,400.0,38.7,13.3,11.0,2025-09-20 23:00:00,29.8,23,20,9,29.5,28.5,25.7,28.266666666666666,27.78333333333333,24.5,16.4,21.5
29.2,69.6,329.0,34.8,12.1,15.0,2025-09-21 00:00:00,29.2,0,21,9,29.8,29.1,25.7,28.849999999999998,28.075,23.2,15.4,20.4
27.4,68.0,249.0,29.0,10.8,20.0,2025-09-21 01:00:00,27.4,1,21,9,29.2,29.5,27.0,28.916666666666668,28.099999999999998,21.2,14.3,19.3
25.6,67.1,188.0,23.7,9.7,25.0,2025-09-21 02:00:00,25.6,2,21,9,27.4,29.8,28.5,28.433333333333334,27.458333333333332,19.6,13.5,18.3
